Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20251219|A|273372|15|738319|B,Q,N
20251219|AA|1562654|1251|2625061|B,Q,N
20251219|AAA|15|0|15495|Q,N
20251219|AAAA|2720|0|10959|Q
20251219|AAAU|89025|0|168586|B,Q,N
20251219|AACB|1|0|686|Q
20251219|AACBR|14|0|118|Q
20251219|AACBU|13|0|14|Q
20251219|AACG|1333|0|5122|Q
20251219|AADR|562|0|1269|Q
20251219|AAL|9787360|11245|22155574|B,Q,N
20251219|AALG|1224|0|4105|Q
20251219|AAM|7|0|23|Q
20251219|AAME|3026|0|12956|Q,N
20251219|AAMI|25061|0|41479|B,Q,N
20251219|AAOI|615947|0|1772088|B,Q,N
20251219|AAON|246123|0|460504|B,Q,N
20251219|AAP|350079|1413|582610|B,Q,N
20251219|AAPB|8661|0|14432|B,Q
20251219|AAPD|78506|0|140875|Q,N
20251219|AAPG|541|0|598|Q,N
20251219|AAPL|10268878|40126|22451362|B,Q,N
20251219|AAPU|266377|1521|479223|B,Q,N
20251219|AAPW|1728|0|5769|Q,N
20251219|AAPX|31041|0|40436|B,Q,N
20251219|AAPY|407|0|1601|Q
20251219|AARD|63610|715|116147|Q,N
20251219|AAT|76723|0|101719|Q,N
20251219|AAUC|537666|214|677073|B,Q,N
20251219|AAUM|1|0|14|Q
20251219|AAVM|1|0|12|Q
20251219|AAXJ|68523|0|286735|B,Q,N
20251219|AB|30754|3025|102394|B,Q,N
20251219|ABAT|1030581|331|2194324|B,Q,N
20251219|ABBV|1826264|551|3061355|B,Q,N
20251219|ABCB|60539|59|135697|Q,N
20251219|ABCL|514087|1861|1555763|B,Q,N
20251219|ABCS|1001|0|1002|Q
20251219|ABEO|182141|0|475758|B,Q,N
20251219|ABEQ|4052|0|4291|Q,N
20251219|ABEV|6867624|37020|13625174|B,Q,N
20251219|ABFL|19573|0|24087|Q,N
20251219|ABG|38404|0|62997|B,Q,N
20251219|ABI|4|0|8|Q
20251219|ABIG|866|0|866|Q
20251219|ABL|94950|0|273089|B,Q,N
20251219|ABLD|938|0|1850|Q
20251219|ABLG|1373|0|1429|Q
20251219|ABLLL|1664|0|2630|Q
20251219|ABLV|1588|0|1899|Q
20251219|ABLVW|1058|658|2627|Q
20251219|ABM|233548|3318|508542|B,Q,N
20251219|ABNB|825311|0|1797647|B,Q,N
20251219|ABNG|2|0|59|Q
20251219|ABNY|650|0|1410|Q,N
20251219|ABOS|41404|100|139262|B,Q
20251219|ABOT|1|0|4|Q
20251219|ABP|723|0|2757|B,Q,N
20251219|ABR|875572|7169|1872282|B,Q,N
20251219|ABRpD|4432|0|8184|Q
20251219|ABRpE|5432|0|6399|Q
20251219|ABRpF|1834|0|3893|Q
20251219|ABSI|707166|6666|1399057|B,Q,N
20251219|ABT|1300310|1188|2766265|B,Q,N
20251219|ABTC|6458419|27267|10109516|B,Q,N
20251219|ABTS|179|0|961|Q
20251219|ABUS|359428|0|468933|Q,N
20251219|ABVC|8080|0|63925|B,Q,N
20251219|ABVE|515566|55896|1005851|B,Q,N
20251219|ABVEW|17411|4097|30664|Q
20251219|ABVX|230509|3506|555709|B,Q,N
20251219|ABXB|103|0|157|Q,N
20251219|ACA|54363|0|83415|B,Q,N
20251219|ACAD|255239|14888|441287|B,Q,N
20251219|ACB|734425|14558|2138129|B,Q,N
20251219|ACCL|1274|0|7040|Q,N
20251219|ACCO|127942|0|224779|Q,N
20251219|ACCS|1154|0|3665|Q,N
20251219|ACDC|108120|0|183992|B,Q,N
20251219|ACEI|3428|0|3458|Q
20251219|ACEL|40208|0|111479|Q,N
20251219|ACEP|1830|0|1830|Q
20251219|ACES|2979|0|8420|Q
20251219|ACET|863780|55231|2114050|B,Q,N
20251219|ACFN|31405|0|49746|Q,N
20251219|ACGL|329722|1632|761341|B,Q,N
20251219|ACGLN|7040|0|38815|Q,N
20251219|ACGLO|2718|0|18373|B,Q
20251219|ACGR|100|0|105|Q
20251219|ACHC|369591|0|715441|B,Q,N
20251219|ACHR|6621276|113820|16315304|B,Q,N
20251219|ACHR/WS|45218|0|83754|Q,N
20251219|ACHV|124903|0|279888|B,Q,N
20251219|ACI|666867|2162|1501838|Q,N
20251219|ACIC|21140|13|37614|B,Q,N
20251219|ACII|125370|0|125994|Q,N
20251219|ACIO|40652|0|68069|Q,N
20251219|ACIU|53728|114|98999|B,Q,N
20251219|ACIW|97954|16838|239121|B,Q,N
20251219|ACKY|13379|0|33638|Q,N
20251219|ACLC|331|0|7509|Q
20251219|ACLO|1|0|1|N
20251219|ACLS|91454|0|148746|B,Q,N
20251219|ACLX|128648|167|340707|B,Q,N
20251219|ACM|173634|534|856810|B,Q,N
20251219|ACMR|330920|71|474382|B,Q,N
20251219|ACN|1351232|291|1919088|B,Q,N
20251219|ACNB|2038|0|3410|Q,N
20251219|ACNT|12744|0|30680|Q,N
20251219|ACOG|24177|75|87413|B,Q,N
20251219|ACON|50094|2565|64979|B,Q,N
20251219|ACONW|52|0|52|Q
20251219|ACP|106498|0|334670|Q,N
20251219|ACPpA|1738|0|3986|Q,N
20251219|ACR|21617|0|42241|B,Q,N
20251219|ACRE|151114|362|229856|B,Q,N
20251219|ACRpC|113|0|1215|Q
20251219|ACRpD|181|0|182|Q
20251219|ACRS|92887|10805|290426|B,Q,N
20251219|ACRV|125248|0|296089|B,Q,N
20251219|ACSG|73|0|73|Q
20251219|ACSI|16|0|17|Q
20251219|ACSV|73|0|73|Q
20251219|ACT|35738|0|54075|Q,N
20251219|ACTG|8937|0|65779|Q,N
20251219|ACTU|11159|0|23552|Q,N
20251219|ACU|1248|0|6887|Q,N
20251219|ACV|7977|0|18904|B,Q,N
20251219|ACVA|145158|2400|600889|Q,N
20251219|ACVF|947|0|2726|Q
20251219|ACVT|3|0|5|Q
20251219|ACWI|653532|9900|1277296|B,Q,N
20251219|ACWV|13550|0|60575|Q,N
20251219|ACWX|400280|19141|895514|B,Q,N
20251219|ACXP|27145|0|49355|Q,N
20251219|AD|40086|0|48260|B,Q,N
20251219|ADACU|1280|0|122804|Q
20251219|ADAG|3106|0|13986|Q
20251219|ADAM|320223|0|472616|Q,N
20251219|ADAMG|9177|0|15872|Q,N
20251219|ADAMH|7245|3|14964|Q,N
20251219|ADAMI|950|0|1191|Q
20251219|ADAML|650|0|1052|Q
20251219|ADAMM|3213|0|9794|B,Q
20251219|ADAMN|2985|0|4721|B,Q,N
20251219|ADAMZ|1481|0|2100|Q,N
20251219|ADBE|654808|3268|1745152|B,Q,N
20251219|ADBG|26672|0|125898|Q,N
20251219|ADC|467478|0|674703|B,Q,N
20251219|ADCpA|12542|0|17156|Q,N
20251219|ADCT|203413|0|759211|B,Q,N
20251219|ADEA|98527|0|165669|Q,N
20251219|ADFI|7600|0|18192|Q
20251219|ADGM|29923|17608|117082|Q,N
20251219|ADI|549385|41|1629330|B,Q,N
20251219|ADIL|173308|0|343324|Q,N
20251219|ADIV|397|0|2091|B,Q
20251219|ADM|661162|139|967028|B,Q,N
20251219|ADMA|267180|0|602836|B,Q,N
20251219|ADME|1110|0|5139|Q
20251219|ADNT|93917|0|244779|Q,N
20251219|ADP|445584|166|919117|B,Q,N
20251219|ADPT|284991|0|485003|B,Q,N
20251219|ADPV|13453|0|18401|Q
20251219|ADSE|3414|0|4728|Q,N
20251219|ADSK|143832|124|431830|B,Q,N
20251219|ADT|481174|0|1712402|B,Q,N
20251219|ADTN|106545|0|202242|Q,N
20251219|ADTX|77682|15713|269343|Q,N
20251219|ADUR|368579|31797|948216|B,Q,N
20251219|ADUS|19875|0|29533|Q,N
20251219|ADV|255137|0|308160|B,Q,N
20251219|ADVB|5870|1733|28425|Q,N
20251219|ADVE|330|0|512|Q
20251219|ADX|60239|0|176945|B,Q,N
20251219|ADXN|741|111|871|B,Q,N
20251219|AEBI|30770|1663|49037|Q,N
20251219|AEC|15833|0|28905|Q,N
20251219|AEE|409354|142|574298|B,Q,N
20251219|AEF|53320|0|63597|B,Q,N
20251219|AEFC|12074|0|27721|Q,N
20251219|AEG|1050994|0|3327395|B,Q,N
20251219|AEHL|19319|607|121304|B,Q,N
20251219|AEHR|71791|0|149602|B,Q,N
20251219|AEI|919|0|4428|B,Q,N
20251219|AEIS|49051|4|83275|B,Q,N
20251219|AEM|628150|229|1203665|B,Q,N
20251219|AEMD|1364|0|5008|B,Q
20251219|AEMS|40174|0|62061|Q
20251219|AENT|6312|0|12151|B,Q,N
20251219|AEO|1755899|0|3184129|B,Q,N
20251219|AEON|110653|0|186686|Q,N
20251219|AEP|518941|22273|949913|B,Q,N
20251219|AER|319679|0|460138|B,Q,N
20251219|AERO|22949|0|135659|B,Q,N
20251219|AERT|1430|0|19868|Q
20251219|AES|944814|3777|2606344|B,Q,N
20251219|AESI|463276|102|984951|B,Q,N
20251219|AESR|14599|0|27095|Q
20251219|AETH|286|0|351|Q,N
20251219|AEVA|323489|13105|736386|B,Q,N
20251219|AEVAW|5522|40|5594|Q
20251219|AEXA|16381|0|50877|B,Q
20251219|AEYE|20925|0|37249|B,Q,N
20251219|AFB|18027|0|78157|Q
20251219|AFBI|728|0|1647|Q
20251219|AFCG|36390|0|85387|Q,N
20251219|AFG|74304|0|107145|B,Q,N
20251219|AFGB|8528|0|12746|Q
20251219|AFGC|1125|0|4027|Q
20251219|AFGD|210|0|3505|Q
20251219|AFGE|1134|0|3322|Q,N
20251219|AFIF|12061|0|49109|Q
20251219|AFJK|25036|4339|62216|B,Q,N
20251219|AFJKR|5964|5864|6669|Q
20251219|AFJKU|7|1|13|Q
20251219|AFK|11781|0|18451|B,Q,N
20251219|AFL|468748|1370|631443|B,Q,N
20251219|AFLG|9132|0|17935|Q
20251219|AFMC|3104|0|4015|Q
20251219|AFOS|5661|0|5975|Q,N
20251219|AFRI|3429|0|16018|Q,N
20251219|AFRIW|750|0|850|Q
20251219|AFRM|1387017|10375|2580305|B,Q,N
20251219|AFRU|3859|0|8498|Q
20251219|AFSC|355|0|1876|Q
20251219|AFSM|1709|0|2526|Q
20251219|AFYA|6128|0|12287|Q,N
20251219|AG|4176661|56570|10260921|B,Q,N
20251219|AGAE|66051|0|136449|B,Q,N
20251219|AGCC|2984|0|15847|Q
20251219|AGCO|155520|727|353887|B,Q,N
20251219|AGD|16382|0|56883|Q,N
20251219|AGEM|1053|0|4607|Q
20251219|AGEN|815222|79186|1451195|Q,N
20251219|AGG|2169421|17316|3632857|B,Q,N
20251219|AGGA|5430|0|7523|Q
20251219|AGGH|106596|296|170507|Q,N
20251219|AGGS|16|0|24|Q
20251219|AGGY|37363|100|276225|Q,N
20251219|AGH|3870|0|8376|Q
20251219|AGI|552160|0|861533|B,Q,N
20251219|AGIG|120217|17468|227750|Q,N
20251219|AGIO|140970|12|440532|B,Q,N
20251219|AGIQ|1566|0|4008|Q,N
20251219|AGIX|1392|0|5047|Q,N
20251219|AGL|924787|2|2927500|B,Q,N
20251219|AGM|6731|0|15423|Q,N
20251219|AGM/A|2|0|2|Q
20251219|AGMH|5573|300|20635|B,Q,N
20251219|AGMI|938|0|1397|Q,N
20251219|AGMpD|260|0|6393|Q,N
20251219|AGMpE|3504|0|5684|Q
20251219|AGMpF|3108|0|9993|Q
20251219|AGMpG|2247|0|7245|Q
20251219|AGMpH|1950|0|4917|Q
20251219|AGNC|3591549|87899|8370701|B,Q,N
20251219|AGNCL|1092|0|2738|Q
20251219|AGNCM|3757|0|8552|Q,N
20251219|AGNCN|1806|395|5258|Q,N
20251219|AGNCO|4093|0|11197|Q,N
20251219|AGNCP|7984|0|10270|Q
20251219|AGNCZ|18489|0|59014|Q,N
20251219|AGNG|10639|0|13168|Q,N
20251219|AGO|54174|0|147243|Q,N
20251219|AGOX|55928|0|63567|Q,N
20251219|AGPU|18379|52|32742|B,Q,N
20251219|AGQ|423731|1272|1167618|B,Q,N
20251219|AGRO|74990|0|370356|B,Q,N
20251219|AGRW|5|0|15|Q
20251219|AGRZ|13582|818|42746|Q,N
20251219|AGX|56878|0|97947|B,Q,N
20251219|AGYS|19237|0|36901|B,Q,N
20251219|AGZ|325|59|8447|Q,N
20251219|AGZD|2484|0|11303|Q
20251219|AHCO|228963|98|368158|B,Q,N
20251219|AHG|676|0|1819|Q,N
20251219|AHH|117732|0|221472|Q,N
20251219|AHHpA|925|0|929|Q
20251219|AHL|461964|0|608577|Q,N
20251219|AHLpD|11276|95|15365|Q,N
20251219|AHLpE|1610|0|7171|B,Q
20251219|AHLpF|3358|0|3499|Q
20251219|AHLT|496|0|30230|Q
20251219|AHMA|24174|4|69345|B,Q,N
20251219|AHR|240186|0|565475|B,Q,N
20251219|AHT|25466|0|35293|Q
20251219|AHTpD|114|0|416|Q
20251219|AHTpF|251|0|752|Q
20251219|AHTpG|907|0|1008|B,Q
20251219|AHTpH|2366|0|2491|Q,N
20251219|AHTpI|4484|0|15015|Q,N
20251219|AHYB|1115|0|2063|Q
20251219|AI|543375|9175|2092408|B,Q,N
20251219|AIA|35588|2123|68880|Q,N
20251219|AIBD|9523|1|44489|Q
20251219|AIBU|836|0|6718|Q
20251219|AIEQ|550|0|1738|Q
20251219|AIFD|1175|0|2585|Q
20251219|AIFF|12008|0|31770|B,Q,N
20251219|AIFU|1200|0|1723|Q
20251219|AIG|602031|31|1289949|B,Q,N
20251219|AIHS|2139|0|10635|Q
20251219|AII|17731|0|48552|Q,N
20251219|AIIA|680|0|2315|Q
20251219|AIIAr|6100|0|6100|B,Q
20251219|AIIO|4822290|833721|10606272|B,Q,N
20251219|AIIOW|1250|1250|1900|Q
20251219|AIM|19909|0|27110|B,Q,N
20251219|AIMD|4833|0|12198|Q,N
20251219|AIN|27793|0|78585|B,Q,N
20251219|AINP|1109|0|3944|Q
20251219|AIO|16631|58|47441|B,Q,N
20251219|AIOO|1265|0|16681|Q
20251219|AIOT|187458|0|549122|B,Q,N
20251219|AIP|43008|600|135847|B,Q,N
20251219|AIPI|79740|0|98168|B,Q,N
20251219|AIPO|16874|0|44237|Q,N
20251219|AIQ|727023|0|886062|B,Q,N
20251219|AIR|126849|0|161255|B,Q,N
20251219|AIRE|503750|30333|979799|B,Q,N
20251219|AIRG|2026|0|3487|Q
20251219|AIRI|9733|4001|27059|Q
20251219|AIRJ|17586|130|132576|Q,N
20251219|AIRJW|50|0|156|Q
20251219|AIRO|174921|0|287511|B,Q,N
20251219|AIRR|361183|0|522847|B,Q,N
20251219|AIRS|67511|0|261312|B,Q,N
20251219|AIRT|2|0|319|Q
20251219|AIRTP|694|0|794|Q
20251219|AIS|13543|0|19767|Q,N
20251219|AISP|227031|509|398329|B,Q,N
20251219|AISPW|2209|0|5917|Q
20251219|AIT|86974|0|121857|B,Q,N
20251219|AIV|186202|0|414967|Q,N
20251219|AIVC|122|0|487|Q
20251219|AIVI|420|0|997|Q,N
20251219|AIVL|34|0|115|Q,N
20251219|AIXC|15778|0|39631|Q,N
20251219|AIXI|138332|18136|269670|B,Q,N
20251219|AIYY|10471|0|45711|B,Q
20251219|AIZ|77327|0|97253|Q,N
20251219|AIZN|3757|0|10069|Q
20251219|AJG|527578|50|736974|B,Q,N
20251219|AJUL|67|0|452|Q
20251219|AKA|2117|0|8244|Q,N
20251219|AKAF|1|0|1|Q
20251219|AKAM|425315|20|611807|B,Q,N
20251219|AKAN|860437|345887|1511738|B,Q,N
20251219|AKBA|521885|2704|1106775|Q,N
20251219|AKO/A|43|0|170|Q,N
20251219|AKO/B|1677|0|3498|B,Q
20251219|AKR|291185|0|557339|Q,N
20251219|AKRE|20579|5181|286527|Q,N
20251219|AKTX|422791|15890|1087598|B,Q,N
20251219|AL|275085|151|371984|B,Q,N
20251219|ALAB|1912526|7070|2811682|B,Q,N
20251219|ALAI|33561|0|67556|Q
20251219|ALAR|6860|0|19320|B,Q,N
20251219|ALB|876949|971|1455030|B,Q,N
20251219|ALBpA|1766|0|31732|Q
20251219|ALBT|80380|0|119294|B,Q,N
20251219|ALC|202537|614|349740|B,Q,N
20251219|ALCO|3921|0|11203|Q,N
20251219|ALCY|2|0|2|Q
20251219|ALDX|115316|0|266808|Q,N
20251219|ALEC|220969|28182|541814|Q,N
20251219|ALEX|110135|225|305654|B,Q,N
20251219|ALF|2|0|803|Q
20251219|ALFUW|1900|0|1900|Q
20251219|ALG|39845|0|48530|Q,N
20251219|ALGM|361547|16|880979|B,Q,N
20251219|ALGN|418588|922|623298|B,Q,N
20251219|ALGS|10346|0|27279|B,Q,N
20251219|ALGT|42216|1000|90481|Q,N
20251219|ALH|356407|0|560812|B,Q,N
20251219|ALHC|324033|0|903916|B,Q,N
20251219|ALIL|407|0|991|Q,N
20251219|ALIS|5|0|1605|Q
20251219|ALISR|5|0|2554|Q
20251219|ALIT|2468927|0|7281454|B,Q,N
20251219|ALK|455411|537|945186|B,Q,N
20251219|ALKS|502712|6|709796|B,Q,N
20251219|ALKT|192516|354|293788|Q,N
20251219|ALL|363362|0|639875|B,Q,N
20251219|ALLE|316778|152|407522|B,Q,N
20251219|ALLO|722369|46872|3408278|B,Q,N
20251219|ALLpB|2391|0|12212|Q
20251219|ALLpH|30397|132|114821|B,Q,N
20251219|ALLpI|9201|0|25966|Q
20251219|ALLpJ|3280|101|12386|Q
20251219|ALLR|28502|0|120269|Q
20251219|ALLT|82840|0|175780|B,Q,N
20251219|ALLW|43365|0|149749|Q,N
20251219|ALLY|332329|1019|753221|B,Q,N
20251219|ALM|363635|0|1104078|B,Q,N
20251219|ALMS|106239|0|257748|B,Q,N
20251219|ALMU|70216|3275|109790|B,Q,N
20251219|ALNT|44638|0|72467|B,Q,N
20251219|ALNY|516142|480|741462|B,Q,N
20251219|ALOT|4545|0|7724|Q,N
20251219|ALPS|1706|0|12161|Q
20251219|ALRG|50|0|50|Q
20251219|ALRM|68295|154|158240|B,Q,N
20251219|ALRS|18321|0|29057|Q,N
20251219|ALSN|210295|0|320556|B,Q,N
20251219|ALT|4303724|495745|9331638|B,Q,N
20251219|ALTG|20047|0|56433|B,Q,N
20251219|ALTI|12737|0|22803|Q,N
20251219|ALTO|391045|500|999583|B,Q,N
20251219|ALTS|676355|0|1723256|B,Q,N
20251219|ALTY|260|0|2678|Q
20251219|ALUR|20325|328|28927|Q,N
20251219|ALUR/WS|100|100|3815|Q
20251219|ALV|106816|0|122465|B,Q,N
20251219|ALVO|66050|0|179602|B,Q,N
20251219|ALVOW|1|0|2|Q
20251219|ALX|28743|35|40345|B,Q,N
20251219|ALXO|15459|0|45340|Q,N
20251219|ALZN|8270|0|28276|Q,N
20251219|AM|470261|326|699870|B,Q,N
20251219|AMAL|28323|0|43269|Q,N
20251219|AMAT|774121|1514|2560786|B,Q,N
20251219|AMAX|2560|0|11107|Q
20251219|AMBA|128951|1|201701|B,Q,N
20251219|AMBO|480|0|4735|B,Q
20251219|AMBP|172560|0|874711|B,Q,N
20251219|AMBQ|43483|0|60601|B,Q,N
20251219|AMBR|12651|0|57627|Q,N
20251219|AMC|6028400|0|16210117|B,Q,N
20251219|AMCI|269866|37138|597385|B,Q,N
20251219|AMCR|5205042|9311|7715552|B,Q,N
20251219|AMCX|65632|15|179993|B,Q,N
20251219|AMD|8948216|18521|18294284|B,Q,N
20251219|AMDD|1686570|0|4245578|B,Q,N
20251219|AMDG|6738|0|14153|B,Q,N
20251219|AMDL|2000286|10621|3799468|B,Q,N
20251219|AMDU|695|0|4766|B,Q
20251219|AMDW|12322|0|24056|B,Q,N
20251219|AMDY|19465|0|97871|B,Q,N
20251219|AME|399272|2355|595026|B,Q,N
20251219|AMG|104005|0|164673|B,Q,N
20251219|AMGN|897049|107|1300199|B,Q,N
20251219|AMH|513036|289|894649|Q,N
20251219|AMHpG|78|0|628|Q
20251219|AMHpH|1701|0|3687|B,Q,N
20251219|AMID|792|0|1646|Q
20251219|AMIX|39965|0|107128|Q
20251219|AMJB|19586|0|24066|Q
20251219|AMKR|469513|227|906312|B,Q,N
20251219|AMLP|549202|4000|946811|B,Q,N
20251219|AMLX|506616|0|1225785|B,Q,N
20251219|AMN|128881|0|249299|B,Q,N
20251219|AMOD|170326|59068|362775|B,Q,N
20251219|AMOM|23|0|1394|Q,N
20251219|AMP|95004|0|183060|Q,N
20251219|AMPG|41466|0|94731|B,Q,N
20251219|AMPGW|8550|7900|17350|Q
20251219|AMPH|52888|17|116897|Q,N
20251219|AMPL|100605|500|307990|B,Q,N
20251219|AMPX|1321418|26928|2152984|B,Q,N
20251219|AMPX/WS|7256|0|9038|Q
20251219|AMPY|100580|100|212679|B,Q,N
20251219|AMR|54574|0|73077|B,Q,N
20251219|AMRC|89056|0|186292|B,Q,N
20251219|AMRN|11508|455|46450|B,Q,N
20251219|AMRX|217503|13419|642081|B,Q,N
20251219|AMRZ|942328|4800|1220697|B,Q,N
20251219|AMS|4226|0|7072|Q
20251219|AMSC|153244|188|270656|B,Q,N
20251219|AMSF|17038|75|48230|Q,N
20251219|AMST|690641|122277|1218950|B,Q,N
20251219|AMT|537653|1017|1342842|B,Q,N
20251219|AMTB|43698|0|61289|Q,N
20251219|AMTD|1389|0|9064|B,Q,N
20251219|AMTM|235225|728|472555|B,Q,N
20251219|AMTX|129347|0|433896|B,Q,N
20251219|AMUB|3140|0|3140|Q
20251219|AMUN|2|0|8|Q
20251219|AMUU|27833|0|48213|B,Q,N
20251219|AMWD|11871|0|26657|Q,N
20251219|AMWL|8315|0|29119|B,Q
20251219|AMX|233519|0|976147|B,Q,N
20251219|AMYY|3509|0|23674|Q
20251219|AMZA|5845|0|21662|B,Q,N
20251219|AMZD|287937|0|793999|Q,N
20251219|AMZE|2661753|15000|4033223|B,Q,N
20251219|AMZN|5638086|116189|17894670|B,Q,N
20251219|AMZP|1911|0|3930|Q,N
20251219|AMZU|441858|200|835787|B,Q,N
20251219|AMZW|5945|0|14212|B,Q,N
20251219|AMZY|92401|40|220843|B,Q,N
20251219|AMZZ|48674|0|72685|Q,N
20251219|AN|112305|0|190476|B,Q,N
20251219|ANAB|67055|1500|223619|B,Q,N
20251219|ANDE|75911|0|114087|B,Q,N
20251219|ANDG|62617|0|174920|B,Q,N
20251219|ANEB|1423|673|8314|Q
20251219|ANEL|14573|0|50359|B,Q,N
20251219|ANET|1557799|51|3403855|B,Q,N
20251219|ANF|310048|9|571074|B,Q,N
20251219|ANGH|18078|0|36086|Q,N
20251219|ANGI|282331|9191|894834|B,Q,N
20251219|ANGL|141101|163|237621|B,Q,N
20251219|ANGO|38112|0|74629|Q,N
20251219|ANGpD|1115|0|5154|Q
20251219|ANGX|269241|725|553601|B,Q,N
20251219|ANIK|25725|0|79688|Q,N
20251219|ANIP|102867|0|166754|B,Q,N
20251219|ANIX|76648|47|124287|Q,N
20251219|ANL|198|0|1634|Q
20251219|ANNA|58|0|173|Q
20251219|ANNX|498866|0|1239390|B,Q,N
20251219|ANPA|2477|0|3754|B,Q
20251219|ANRO|92737|0|280445|B,Q,N
20251219|ANSC|1|0|3007|Q
20251219|ANTA|732|0|1446|Q
20251219|ANTX|1682|0|12324|B,Q,N
20251219|ANVS|198965|434|377450|B,Q,N
20251219|ANY|55828|0|117809|B,Q
20251219|AOA|54376|0|98360|B,Q,N
20251219|AOCT|1040|0|3005|Q
20251219|AOD|173692|0|320458|B,Q,N
20251219|AOHY|3296|0|23982|Q,N
20251219|AOK|85496|3941|213264|Q,N
20251219|AOM|56965|0|174150|Q,N
20251219|AOMD|21|0|809|Q
20251219|AOMN|150|0|715|Q
20251219|AOMR|8127|0|29367|Q,N
20251219|AON|204519|2|401385|B,Q,N
20251219|AOR|214563|2888|312649|B,Q,N
20251219|AORT|48520|0|88912|Q,N
20251219|AOS|324408|321|410663|B,Q,N
20251219|AOSL|55310|0|79028|Q,N
20251219|AOTG|824|0|1010|B,Q,N
20251219|AOUT|35892|0|49278|Q,N
20251219|AP|43785|0|194833|B,Q,N
20251219|APA|1082357|2713|2145601|B,Q,N
20251219|APAM|60644|0|136972|Q,N
20251219|APCB|527|0|32866|Q
20251219|APD|345439|1272|642987|B,Q,N
20251219|APED|77|0|2945|Q
20251219|APEI|35218|0|53111|Q,N
20251219|APG|246760|2900|470650|B,Q,N
20251219|APGE|276346|6|789918|B,Q,N
20251219|APH|2022001|7157|5433257|B,Q,N
20251219|API|27659|0|95164|B,Q,N
20251219|APIE|7478|0|30407|Q
20251219|APLD|9313118|95458|15714884|B,Q,N
20251219|APLE|273338|300|561583|B,Q,N
20251219|APLM|10173|1|19293|B,Q,N
20251219|APLMW|11700|10000|46747|Q
20251219|APLS|485665|0|932043|B,Q,N
20251219|APLT|1093432|19922|2794597|Q,N
20251219|APLU|140419|0|149475|Q
20251219|APLX|138609|236|304020|B,Q,N
20251219|APLY|73511|68|144591|B,Q,N
20251219|APM|7548|0|21631|Q
20251219|APMU|2432|0|5085|Q
20251219|APO|441407|815|675207|B,Q,N
20251219|APOC|716|0|16268|Q,N
20251219|APOG|32249|0|88778|B,Q,N
20251219|APOpA|1107|0|45817|Q
20251219|APOS|4520|600|13094|Q,N
20251219|APP|1614263|3088|2426747|B,Q,N
20251219|APPF|30779|19|52746|Q,N
20251219|APPN|45777|0|176927|B,Q,N
20251219|APPS|401961|0|1010629|B,Q,N
20251219|APPX|76266|0|143196|B,Q,N
20251219|APRB|264|0|613|Q
20251219|APRE|5309|0|21782|Q
20251219|APRH|85|0|86|Q
20251219|APRJ|3910|0|5498|Q
20251219|APRT|63|0|1897|Q
20251219|APRW|12|0|691|Q
20251219|APT|2886|0|23173|Q
20251219|APTV|568788|13|949506|B,Q,N
20251219|APUE|18102|0|55523|Q
20251219|APUS|9008|1250|69608|Q,N
20251219|APVO|180312|4100|354186|B,Q,N
20251219|APWC|130|0|1905|Q
20251219|APYX|8493|3821|47914|B,Q,N
20251219|AQB|2000|0|6960|Q
20251219|AQEC|1|0|2136|Q
20251219|AQLT|1697|0|2286|Q
20251219|AQMS|21550|0|53705|B,Q,N
20251219|AQN|1165369|8901|2409084|B,Q,N
20251219|AQNB|7452|0|12231|Q,N
20251219|AQST|439101|465|860772|B,Q,N
20251219|AQWA|216|0|1664|Q
20251219|AR|591931|2000|1371112|B,Q,N
20251219|ARAI|35675|0|53621|B,Q,N
20251219|ARAY|150738|750|639756|Q,N
20251219|ARB|1497|0|3345|Q
20251219|ARBB|44094|0|93349|B,Q
20251219|ARBE|332506|1084|795986|Q,N
20251219|ARBEW|6642|507|28178|Q
20251219|ARBK|31248|0|92586|B,Q,N
20251219|ARCB|171710|0|202231|B,Q,N
20251219|ARCC|1777142|3961|3653602|B,Q,N
20251219|ARCO|138269|0|312142|B,Q,N
20251219|ARCT|92953|429|190829|Q,N
20251219|ARCX|4159|0|12427|B,Q
20251219|ARDC|26956|0|85663|Q,N
20251219|ARDT|18789|0|77487|Q,N
20251219|ARDX|330047|13422|766264|B,Q,N
20251219|ARE|870205|2123|1283657|B,Q,N
20251219|AREB|27373|3715|107512|Q
20251219|AREBW|200|200|356|Q
20251219|AREC|415850|976|933941|Q,N
20251219|AREN|18012|0|41780|B,Q,N
20251219|ARES|770233|4100|1503177|B,Q,N
20251219|ARESpB|967|0|52526|Q
20251219|ARGT|14893|0|66054|B,Q,N
20251219|ARGX|30345|0|109880|B,Q,N
20251219|ARHS|313321|0|451229|B,Q,N
20251219|ARI|162511|0|339430|B,Q,N
20251219|ARKB|119907|0|640526|B,Q,N
20251219|ARKF|26662|0|90172|B,Q,N
20251219|ARKG|472019|3876|781905|B,Q,N
20251219|ARKK|1029052|54|1952101|B,Q,N
20251219|ARKO|148426|0|268399|B,Q,N
20251219|ARKOW|40136|5635|138865|Q
20251219|ARKQ|117585|3550|156406|B,Q,N
20251219|ARKR|1010|0|9468|Q
20251219|ARKT|5|0|5|N
20251219|ARKW|19457|15|64888|B,Q
